apple,google,htc,lg,mi,nokia,oppo,other,samsung,huawei,sony,asus
0.07617100009652254,0.09929361530226935,0.12088640891316874,0.08094919723897183,0.0411575441030057,0.042994377472972814,0.08757375466791527,0.044343374621374165,0.09625257784817108,0.1360305347773995,0.05978580189432971,0.11456181306389947
