apple,google,htc,lg,mi,nokia,oppo,other,samsung,huawei,sony,asus
0.08122980976749808,0.10639046606549234,0.07748676412175858,0.06703543627735531,0.08976908703521531,0.08805109257877479,0.08647226573687762,0.03816299973703784,0.08721177922432106,0.13189726364436255,0.06545270724662751,0.08084032856467901
