apple,google,htc,lg,mi,nokia,oppo,other,samsung,huawei,sony,asus
0.10494971375142764,0.07983042330437182,0.07696158137815667,0.0766387508245594,0.08517033871497695,0.07059478797252246,0.11523688751565964,0.05812082268499021,0.09047379089223875,0.08230801513389673,0.08262732311022462,0.0770875647169752
