apple,google,htc,lg,mi,nokia,oppo,other,samsung,huawei,sony,asus
0.12575529058782334,0.06044876523646736,0.23285886533246297,0.04542321994999905,0.01704755294928495,0.020779316879189796,0.05771361528507796,0.02941510944811913,0.20673485845106554,0.033800653018037814,0.06961870577785002,0.10040404708462211
