apple,google,htc,lg,mi,nokia,oppo,other,samsung,huawei,sony,asus
0.09630937368920674,0.07937940906807843,0.11274437025029638,0.08633552638543461,0.04173525717585301,0.03303591620399521,0.11372204601580681,0.06359680915967128,0.10295155810449881,0.07919184891102277,0.07541821077340044,0.1155796742627354
