apple,google,htc,lg,mi,nokia,oppo,other,samsung,huawei,sony,asus
0.14214710527420316,0.036282844425222116,0.23378098410786582,0.04603318968558853,0.03419883603532245,0.02296834563689005,0.05046396735528701,0.020131331283365528,0.17257265016149584,0.04241245185248915,0.08523267245857305,0.11377562172369733
