apple,google,htc,lg,mi,nokia,oppo,other,samsung,huawei,sony,asus
0.08745361764325452,0.05919939299796653,0.10245577855719935,0.11154430103050032,0.04078753653880095,0.03226478609326751,0.08060447929300933,0.0579789804363859,0.10924996524450681,0.14646576701240216,0.08282385938201997,0.08917153577068665
