apple,google,htc,lg,mi,nokia,oppo,other,samsung,huawei,sony,asus
0.18540268830465778,0.00677335471479486,0.34436614002255367,0.03698437317132167,0.008286726309515846,0.002153826110258452,0.010231649178686554,0.001392025241197915,0.2218600764159081,0.007450477178714878,0.06590400606166784,0.10919465729072252
