apple,google,htc,lg,mi,nokia,oppo,other,samsung,huawei,sony,asus
0.04267720597369075,0.1333246365775299,0.09453280610682023,0.05125918351656941,0.021074763298381736,0.018169088900392906,0.06086062845978278,0.2138231055734042,0.1318600023869175,0.09134466565962596,0.04451508132405635,0.09655883222282818
