apple,google,htc,lg,mi,nokia,oppo,other,samsung,huawei,sony,asus
0.1319721338587116,0.05659136020373355,0.24465412995754235,0.03811495238206468,0.015770308229314665,0.02417445994243983,0.045143223261407725,0.030014755054193855,0.21823559392760314,0.033773501039615884,0.07389668969683966,0.08765889244653317
