apple,google,htc,lg,mi,nokia,oppo,other,samsung,huawei,sony,asus
0.07836112770469683,0.11998817276391467,0.07319124156484584,0.05853978616675675,0.10573342148475556,0.09824360151647807,0.08880562079008143,0.042882508226767584,0.08445203552563803,0.10496825385243237,0.06771258803727281,0.0771216423663599
