apple,google,htc,lg,mi,nokia,oppo,other,samsung,huawei,sony,asus
0.09954378250704754,0.08832492626492278,0.07135931126040296,0.06350872137083778,0.09378747864042375,0.08306473355483579,0.11842402574160045,0.06648699552587793,0.0886087782184824,0.07280736757081274,0.07930126131138426,0.07478261803337166
