apple,google,htc,lg,mi,nokia,oppo,other,samsung,huawei,sony,asus
0.05503736012117029,0.11398733932116344,0.08910078730912567,0.06900163976912728,0.01863890661408322,0.03412444123899211,0.12023536837328425,0.1457257331357897,0.08638280750599742,0.08482774803687111,0.05972123905871213,0.12321662951568337
