apple,google,htc,lg,mi,nokia,oppo,other,samsung,huawei,sony,asus
0.10039141955324545,0.07553836164609912,0.11396470065349407,0.09112485716988625,0.03308925041867226,0.040508980823740805,0.09407432565352619,0.06858056744671773,0.09932806838717896,0.09686585984872256,0.08129205226255591,0.10524155613616083
