apple,google,htc,lg,mi,nokia,oppo,other,samsung,huawei,sony,asus
0.08203833000782179,0.027932823033771516,0.35483293879914607,0.02547644551568046,0.00325771742922432,0.0020990119223527194,0.02313131122365962,0.0025107671488950327,0.30105692134216455,0.010308673306636233,0.06896624571725407,0.09838881455339353
