apple,google,htc,lg,mi,nokia,oppo,other,samsung,huawei,sony,asus
0.18792866811929382,0.007637570171106558,0.3372901786983788,0.03690170776296794,0.008510584502298581,0.002336778842311332,0.009628389683388472,0.0013020157409645856,0.2232500710770945,0.007906262522137195,0.06639364490651128,0.11091412797354672
