apple,google,htc,lg,mi,nokia,oppo,other,samsung,huawei,sony,asus
0.10434089550252242,0.0844221359711988,0.07139045661151805,0.07883386617239414,0.07893015747542093,0.058846555997853656,0.11590577714215261,0.08639276222013902,0.08428802941477552,0.08664684848888947,0.08101760874592297,0.06898490625721244
