apple,google,htc,lg,mi,nokia,oppo,other,samsung,huawei,sony,asus
0.1410725332771805,0.036560731290854916,0.23248888886718586,0.04669810929451037,0.03391182470441713,0.022636737220959484,0.04996849450960618,0.01916225912495156,0.17499401492353864,0.04422052405049371,0.08558424504630233,0.11270163768999937
